YP_006867372	408491003	NC_018721	Psychroflexus torquis ATCC 700755| Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Psychroflexus.	P700755_001781	complement(1899271..1900521)	"esterase_lipase superfamily protein"
YP_006972256	410732338	NC_019386	Thermus oshimai JL-2| Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus.	Theos_1110	1072191..1073258	"tetratricopeptide repeat protein"
YP_005436787	383757802	NC_017075	Rubrivivax gelatinosus IL144| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Rubrivivax.	RGE_19470	2033868..2035787	"TPR repeat protein"
YP_500233	88195429	NC_007795	Staphylococcus aureus subsp. aureus NCTC 8325| Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus.	SAOUHSC_01724	complement(1630711..1631379)	"hypothetical protein"
NP_970829	42525731	NC_002967	Treponema denticola ATCC 35405| Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema.	TDE0213	complement(248408..249550)	"TPR"
YP_004358838	330815133	NC_015381	Burkholderia gladioli BSR3| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia.	bgla_1g01810	complement(203476..205920)	"hypothetical protein"
YP_001241545	148256960	NC_009485	Bradyrhizobium sp. BTAi1| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium.	BBta_5686	complement(5934046..5934885)	"hypothetical protein"
NP_782362	28211418	NC_004557	Clostridium tetani E88| Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium.	CTC01770	complement(1882238..1883134)	"TPR repeat-containing protein"
YP_002377939	218439610	NC_011729	Cyanothece sp. PCC 7424| Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Cyanothece.	PCC7424_2659	complement(2943347..2945044)	"hypothetical protein"
YP_002249703	206890228	NC_011296	Thermodesulfovibrio yellowstonii DSM 11347| Bacteria; Nitrospirae; Nitrospirales; Nitrospiraceae; Thermodesulfovibrio.	THEYE_A1913	complement(1830831..1834001)	"tetratricopeptide repeat domain-containing protein"
YP_007678285	472465606	NC_020887	NA LOCUS       NC_020887            2970010 bp    DNA     circular BCT 22-NOV-2013 DEFINITION  Clostridium stercorarium subsp. stercorarium DSM 8532, complete genome. ACCESSION   NC_020887 VERSION     NC_020887.2  GI:537432303 DBLINK      BioProject: PRJNA195569 KEYWORDS    RefSeq. SOURCE      [Clostridium] stercorarium subsp. stercorarium DSM 8532 ORGANISM  [Clostridium] stercorarium subsp. stercorarium DSM 8532 Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium.	Clst_0155	complement(175263..176354)	"copper amine oxidase"
YP_004132337	319766836	NC_014915	Geobacillus sp. Y412MC52| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus.	GYMC52_1763	complement(1805058..1809215)	"hypothetical protein"
YP_006775553	407464671	NC_018656	Candidatus Nitrosopumilus sp. AR2| Archaea; Thaumarchaeota; Nitrosopumilales; Nitrosopumilaceae; Nitrosopumilus.	NSED_04025	669943..670170	"hypothetical protein"
YP_007589545	469817461	NC_020541	Rhodanobacter denitrificans| Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Rhodanobacter.	R2APBS1_1156	complement(1266621..1268237)	"sulfotransferase family protein"
YP_003786240	300871367	NC_014330	Brachyspira pilosicoli 95/1000| Bacteria; Spirochaetes; Spirochaetales; Brachyspiraceae; Brachyspira.	BP951000_1758	complement(1917356..1918033)	"hypothetical protein"
YP_008940043	568148569	NC_023065	Magnetospirillum gryphiswaldense MSR-1 v2| Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Magnetospirillum.	MGMSR_4174	complement(4269294..4270115)	"conserved protein of unknown function(with TPR domain)"
YP_002435474	218886153	NC_011769	Desulfovibrio vulgaris str. 'Miyazaki F'| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio.	DvMF_1051	1283869..1284516	"hypothetical protein"
YP_007659536	472327290	NC_020829	Pseudomonas denitrificans ATCC 13867| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	H681_20645	4619680..4621404	"hypothetical protein"
YP_006720895	404496789	NC_007517	Geobacter metallireducens GS-15| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Geobacteraceae; Geobacter.	Gmet_1932	complement(2157306..2158586)	"TPR domain-containing protein"
YP_007073936	427727699	NC_019684	Nostoc sp. PCC 7524| Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Nostoc.	Nos7524_0424	491051..493249	"hypothetical protein"
YP_007125123	428314146	NC_019738	Microcoleus sp. PCC 7113| Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales; Microcoleus.	Mic7113_6123	complement(7148967..7150001)	"hypothetical protein"
YP_006572057	399991817	NC_018290	Phaeobacter inhibens DSM 17395| Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Phaeobacter.	PGA1_c06080	complement(622261..622863)	"hypothetical protein"
YP_005221572	378972968	NC_016842	Treponema pallidum subsp. pertenue str. SamoaD| Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema.	TPESAMD_0460	491418..492125	"TPR domain-containing protein"
YP_002459440	219669005	NC_011830	Desulfitobacterium hafniense DCB-2| Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Desulfitobacterium.	Dhaf_2981	complement(3200882..3202033)	"hypothetical protein"
YP_003907225	307730001	NC_014539	Burkholderia sp. CCGE1003| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia.	BC1003_1971	complement(2274324..2275181)	"hypothetical protein"
YP_006995014	414075696	NC_019427	Anabaena sp. 90| Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.	ANA_C10400	425333..426175	"hypothetical protein"
YP_376326	78183892	NC_007513	Synechococcus sp. CC9902| Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Synechococcus.	Syncc9902_0310	complement(321023..321586)	"photosystem I assembly protein Ycf3"
YP_008040206	507518591	NC_021289	Burkholderia sp. RPE64| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia.	BRPE64_DCDS02960	311521..313461	"TPR repeat-containing protein"
YP_006773777	407462460	NC_018655	Candidatus Nitrosopumilus koreensis AR1| Archaea; Thaumarchaeota; Nitrosopumilales; Nitrosopumilaceae; Nitrosopumilus.	NKOR_04745	783826..784926	"O-linked GlcNAc transferase"
YP_002340455	217961885	NC_011658	Bacillus cereus AH187| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group.	BCAH187_A4528	complement(4191317..4191976)	"TPR domain-containing protein"
YP_003264659	262193450	NC_013440	Haliangium ochraceum DSM 14365| Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Nannocystineae; Kofleriaceae; Haliangium.	Hoch_0125	complement(192326..195721)	"response regulator receiver protein"
YP_503834	88603656	NC_007796	Methanospirillum hungatei JF-1| Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanospirillaceae; Methanospirillum.	Mhun_2413	complement(2660517..2661440)	"tetratricopeptide TPR_2"
YP_004433337	332305486	NC_015497	Glaciecola sp. 4H-3-7+YE-5| Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Glaciecola.	Glaag_1108	1303139..1304404	"cytochrome c-type biogenesis protein CcmI"
YP_007918324	488601997	NC_021173	Burkholderia thailandensis MSMB121| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group.	BTI_1840	1990829..1993081	"tetratricopeptide repeat family protein"
YP_007226291	431799387	NC_019904	Echinicola vietnamensis DSM 17526| Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cyclobacteriaceae; Echinicola.	Echvi_4074	4883689..4885437	"hypothetical protein"
YP_001456050	157148732	NC_009792	Citrobacter koseri ATCC BAA-895| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Citrobacter.	CKO_04561	complement(4213235..4214119)	"lipoprotein NlpI"
YP_003807855	302343326	NC_014365	Desulfarculus baarsii DSM 2075| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfarculales; Desulfarculaceae; Desulfarculus.	Deba_1896	complement(2106916..2108667)	"hypothetical protein"
YP_004041745	313203088	NC_014734	Paludibacter propionicigenes WB4| Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Paludibacter.	Palpr_0604	complement(729571..731604)	"hypothetical protein"
YP_007304080	433773613	NC_019973	Mesorhizobium australicum WSM2073| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium.	Mesau_02268	2321059..2321595	"tetratricopeptide repeat protein"
YP_002896622	237812171	NC_012695	Burkholderia pseudomallei MSHR346| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group.	GBP346_A1917	1858610..1859722	"hypothetical protein"
YP_002485179	220909868	NC_011884	Cyanothece sp. PCC 7425| Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Cyanothece.	Cyan7425_4508	4581943..4584453	"hypothetical protein"
YP_323952	75909656	NC_007413	Anabaena variabilis ATCC 29413| Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.	Ava_3450	4279566..4280090	"hypothetical protein"
NP_840242	30248172	NC_004757	Nitrosomonas europaea ATCC 19718| Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae; Nitrosomonas.	NE0146	171028..171819	"hypothetical protein"
YP_001864838	186681642	NC_010628	Nostoc punctiforme PCC 73102| Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Nostoc.	Npun_F1170	1390079..1391002	"hypothetical protein"
YP_004002022	312134684	NC_014657	Caldicellulosiruptor owensensis OL| Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Caldicellulosiruptor.	Calow_0646	741316..742701	"hypothetical protein"
YP_004579618	336172480	NC_015638	Lacinutrix sp. 5H-3-7-4| Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Lacinutrix.	Lacal_1342	complement(1521788..1523848)	"hypothetical protein"
YP_066277	51246393	NC_006138	Desulfotalea psychrophila LSv54| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobulbaceae; Desulfotalea.	DP2541	2897445..2898665	"hypothetical protein"
YP_914234	119383178	NC_008686	Paracoccus denitrificans PD1222| Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paracoccus.	Pden_0424	complement(394384..396312)	"hypothetical protein"
YP_002993249	242281120	NC_012881	Desulfovibrio salexigens DSM 2638| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio.	Desal_3664	4097552..4099303	"hypothetical protein"
YP_005036687	374289602	NC_016620	Bacteriovorax marinus SJ| Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bacteriovoracaceae; Bacteriovorax.	BMS_2965	2967374..2968225	"hypothetical protein"
YP_004498899	333925320	NC_015566	Serratia sp. AS12| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Serratia.	SerAS12_0434	482886..483770	"hypothetical protein"
YP_005919853	386001554	NC_017527	Methanosaeta harundinacea 6Ac| Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosaetaceae; Methanosaeta.	Mhar_0858	complement(932775..934166)	"putative membrane protein, containing TPR repeats"
YP_001030886	124486270	NC_008942	Methanocorpusculum labreanum Z| Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanocorpusculaceae; Methanocorpusculum.	Mlab_1454	1487724..1488446	"hypothetical protein"
YP_001185789	146305324	NC_009439	Pseudomonas mendocina ymp| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	Pmen_0283	291484..292731	"HemY domain-containing protein"
YP_464477	86157692	NC_007760	Anaeromyxobacter dehalogenans 2CP-C| Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Cystobacterineae; Myxococcaceae; Anaeromyxobacter.	Adeh_1266	1466150..1467073	"hypothetical protein"
YP_007064473	427716479	NC_019682	Calothrix sp. PCC 7507| Bacteria; Cyanobacteria; Nostocales; Rivulariaceae; Calothrix.	Cal7507_1165	1232798..1235488	"hypothetical protein"
YP_006155684	386635965	NC_017652	Escherichia coli str. 'clone D i14'| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Escherichia.	i14_3607	complement(3612487..3613371)	"lipoprotein NlpI"
YP_007050779	427708402	NC_019676	Nostoc sp. PCC 7107| Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Nostoc.	Nos7107_3038	complement(3548683..3549396)	"hypothetical protein"
YP_002538891	222056529	NC_011979	Geobacter daltonii FRC-32| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Geobacteraceae; Geobacter.	Geob_3447	complement(3812955..3813518)	"hypothetical protein"
NP_964949	42519019	NC_005362	Lactobacillus johnsonii NCC 533| Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus.	LJ1093	995815..997119	"hypothetical protein"
YP_008851885	560159170	NC_022912	Shigella dysenteriae 1617| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Shigella.	Asd1617_04451	complement(3048838..3049722)	"Lipoprotein nlpI precursor"
YP_007743124	478468251			
YP_001090263	126695377	NC_009091	Prochlorococcus marinus str. MIT 9301| Bacteria; Cyanobacteria; Prochlorales; Prochlorococcaceae; Prochlorococcus.	P9301_00391	complement(39429..40937)	"TPR repeat-containing protein"
YP_004052796	313674800	NC_014759	Marivirga tractuosa DSM 4126| Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Flammeovirgaceae; Marivirga.	Ftrac_0686	complement(855222..855815)	"hypothetical protein"
YP_007062620	427713996	NC_019680	Synechococcus sp. PCC 6312| Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Synechococcus.	Syn6312_3023	2956345..2957232	"hypothetical protein"
YP_004697800	339499765	NC_015732	Treponema caldaria DSM 7334| Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema.	Spica_1146	complement(1293812..1295761)	"hypothetical protein"
YP_003127513	256810144	NC_013156	Methanocaldococcus fervens AG86| Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanocaldococcaceae; Methanocaldococcus.	Mefer_0174	165112..166050	"hypothetical protein"
YP_007359851	442319830	NC_020126	Myxococcus stipitatus DSM 14675| Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Cystobacterineae; Myxococcaceae; Myxococcus.	MYSTI_02851	complement(3616310..3617371)	"hypothetical protein"
YP_003098909	256375249	NC_013093	Actinosynnema mirum DSM 43827| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Pseudonocardineae; Pseudonocardiaceae; Actinosynnema.	Amir_1107	complement(1229350..1230756)	"hypothetical protein"
YP_006915464	410663093	NC_018868	Simiduia agarivorans SA1 = DSM 21679| Bacteria; Proteobacteria; Gammaproteobacteria; Simiduia.	M5M_02575	571815..572996	"tetratricopeptide repeat protein"
YP_386783	78355334	NC_007519	Desulfovibrio alaskensis G20| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio.	Dde_0287	276029..276673	"hypothetical protein"
YP_004610941	337266886	NC_015675	Mesorhizobium opportunistum WSM2075| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium.	Mesop_2372	2464351..2464887	"hypothetical protein"
NP_616798	20090723	NC_003552	Methanosarcina acetivorans C2A| Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina.	MA1873	2309960..2310880	"hypothetical protein"
YP_782666	115525755	NC_008435	Rhodopseudomonas palustris BisA53| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Rhodopseudomonas.	RPE_3757	complement(4196217..4197014)	"TPR repeat-containing protein"
YP_007657194	472324948	NC_020829	Pseudomonas denitrificans ATCC 13867| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	H681_08900	complement(1950206..1950883)	"hypothetical protein"
YP_002951728	239904989	NC_012796	Desulfovibrio magneticus RS-1| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio.	DMR_03510	408577..408942	"hypothetical protein"
NP_247935	15669130	NC_000909	Methanocaldococcus jannaschii DSM 2661| Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanocaldococcaceae; Methanocaldococcus.	MJ_0940	869478..870434	"transformation sensitive protein"
YP_004058298	313680559	NC_014761	Oceanithermus profundus DSM 14977| Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Oceanithermus.	Ocepr_1672	complement(1690047..1691549)	"tetratricopeptide tpr_1 repeat-containing protein"
YP_001736254	170079621			
YP_006799149	407683975	NC_018678	Alteromonas macleodii str. 'English Channel 673'| Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas.	AMEC673_10390	complement(2445000..2446169)	"hypothetical protein"
YP_008685870	551596577	NC_022579	Desulfovibrio hydrothermalis| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio.	DESAM_22705	complement(3122152..3123879)	"hypothetical protein"
YP_005702499	387153563	NC_017310	Desulfovibrio vulgaris RCH1| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio.	Deval_1710	1917026..1918714	"hypothetical protein"
NP_895637	33864077	NC_005071	Prochlorococcus marinus str. MIT 9313| Bacteria; Cyanobacteria; Prochlorales; Prochlorococcaceae; Prochlorococcus.	PMT1810	complement(1911797..1913872)	"hypothetical protein"
YP_002481517	220906206	NC_011884	Cyanothece sp. PCC 7425| Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Cyanothece.	Cyan7425_0769	579052..579573	"Tetratricopeptide domain-containing protein"
YP_002472498	219855376	NC_011837	Clostridium kluyveri NBRC 12016| Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium.	CKR_2033	complement(2294911..2296281)	"hypothetical protein"
YP_004483757	333910024	NC_015562	Methanotorris igneus Kol 5| Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanocaldococcaceae; Methanotorris.	Metig_0132	complement(134846..135253)	"hypothetical protein"
YP_007084791	428211647	NC_019693	Oscillatoria acuminata PCC 6304| Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales; Oscillatoria.	Oscil6304_1145	complement(1408716..1409399)	"hypothetical protein"
YP_007209206	430758440	NC_019896	Bacillus subtilis subsp. subtilis str. BSP1| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	A7A1_2948	1833395..1834666	"hypothetical protein"
YP_005191370	378775863			
YP_003887903	307152519	NC_014501	Cyanothece sp. PCC 7822| Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Cyanothece.	Cyan7822_2660	complement(2969361..2970992)	"hypothetical protein"
YP_001271211	148543841	NC_009513	Lactobacillus reuteri DSM 20016| Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus.	Lreu_0607	675292..675975	"hypothetical protein"
